session_id,noise_level,log_format,num_lines,failure_cause,affected_service,severity,recommended_action,evidence_lines
sess_00572,high,json_like,11,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00573,high,plain,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_00574,none,mixed,4,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_00575,low,mixed,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_00576,high,mixed,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_00577,medium,json_like,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00578,high,mixed,10,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[5, 6, 7]"
sess_00579,medium,plain,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00580,high,mixed,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_00581,medium,plain,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00582,none,json_like,5,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[2, 3, 4, 5]"
sess_00583,high,mixed,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_00584,none,mixed,4,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[2, 3, 4]"
sess_00585,low,json_like,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_00586,low,plain,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_00587,medium,json_like,8,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[4, 5, 6]"
sess_00588,low,mixed,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_00589,none,json_like,4,database_query_failure,database-service,medium,check_database_query,"[2, 3, 4]"
sess_00590,high,plain,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_00591,low,plain,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_00592,high,plain,11,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00593,medium,json_like,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_00594,low,json_like,6,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_00595,low,plain,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00596,low,mixed,7,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_00597,medium,plain,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00598,high,json_like,10,message_queue_backlog,queue-service,high,scale_queue_consumers,"[5, 6, 7]"
sess_00599,high,json_like,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_00600,high,plain,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00601,low,plain,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_00602,none,json_like,5,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[2, 3, 4, 5]"
sess_00603,low,mixed,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_00604,high,mixed,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_00605,medium,mixed,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00606,low,plain,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00607,none,mixed,4,database_query_failure,database-service,medium,check_database_query,"[2, 3, 4]"
sess_00608,low,json_like,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00609,medium,mixed,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_00610,high,json_like,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00611,none,json_like,4,database_query_failure,database-service,high,check_database_query,"[2, 3, 4]"
sess_00612,medium,mixed,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_00613,medium,plain,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00614,low,mixed,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_00615,none,plain,4,database_query_failure,database-service,medium,check_database_query,"[2, 3, 4]"
sess_00616,high,json_like,10,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[5, 6, 7]"
sess_00617,low,json_like,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_00618,medium,plain,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_00619,low,mixed,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_00620,high,plain,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00621,high,json_like,10,database_query_failure,database-service,medium,check_database_query,"[5, 6, 7]"
sess_00622,none,json_like,4,database_query_failure,database-service,high,check_database_query,"[2, 3, 4]"
sess_00623,low,plain,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_00624,low,json_like,6,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_00625,high,mixed,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_00626,low,json_like,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_00627,high,mixed,10,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[5, 6, 7]"
sess_00628,high,mixed,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00629,medium,mixed,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00630,medium,plain,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00631,medium,plain,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00632,medium,plain,8,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[4, 5, 6]"
sess_00633,medium,plain,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_00634,high,json_like,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00635,low,json_like,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_00636,high,plain,11,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00637,low,plain,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_00638,none,plain,4,message_queue_backlog,queue-service,high,scale_queue_consumers,"[2, 3, 4]"
sess_00639,medium,plain,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_00640,high,mixed,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_00641,high,json_like,11,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00642,high,json_like,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_00643,medium,mixed,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_00644,medium,json_like,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_00645,low,mixed,6,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_00646,high,json_like,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00647,medium,json_like,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_00648,high,mixed,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00649,none,json_like,5,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[2, 3, 4, 5]"
sess_00650,medium,json_like,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00651,high,plain,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_00652,high,mixed,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_00653,medium,plain,8,database_query_failure,database-service,high,check_database_query,"[4, 5, 6]"
sess_00654,medium,json_like,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00655,none,plain,5,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_00656,low,json_like,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_00657,medium,mixed,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00658,medium,json_like,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_00659,none,mixed,4,deployment_regression,checkout-service,critical,rollback_deployment,"[2, 3, 4]"
sess_00660,low,mixed,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_00661,low,mixed,6,message_queue_backlog,queue-service,high,scale_queue_consumers,"[3, 4, 5]"
sess_00662,medium,json_like,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00663,low,plain,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00664,high,plain,10,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[5, 6, 7]"
sess_00665,medium,plain,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00666,high,plain,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00667,medium,mixed,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_00668,medium,plain,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00669,medium,json_like,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00670,medium,json_like,8,database_query_failure,database-service,medium,check_database_query,"[4, 5, 6]"
sess_00671,low,mixed,6,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_00672,low,mixed,6,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_00673,none,json_like,4,message_queue_backlog,queue-service,high,scale_queue_consumers,"[2, 3, 4]"
sess_00674,medium,plain,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_00675,medium,plain,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_00676,high,plain,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00677,high,plain,10,database_query_failure,database-service,high,check_database_query,"[5, 6, 7]"
sess_00678,none,mixed,4,deployment_regression,checkout-service,high,rollback_deployment,"[2, 3, 4]"
sess_00679,none,json_like,4,database_query_failure,database-service,high,check_database_query,"[2, 3, 4]"
sess_00680,medium,plain,8,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[4, 5, 6]"
sess_00681,medium,mixed,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00682,high,plain,10,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[5, 6, 7]"
sess_00683,high,plain,10,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[5, 6, 7]"
sess_00684,medium,mixed,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00685,high,plain,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00686,medium,json_like,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_00687,high,plain,11,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[5, 6, 7, 8]"
sess_00688,medium,plain,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_00689,low,plain,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_00690,low,mixed,7,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_00691,none,mixed,4,deployment_regression,checkout-service,high,rollback_deployment,"[2, 3, 4]"
sess_00692,low,json_like,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_00693,low,plain,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00694,low,plain,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_00695,high,plain,10,database_query_failure,database-service,high,check_database_query,"[5, 6, 7]"
sess_00696,none,json_like,5,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_00697,high,plain,11,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00698,high,plain,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00699,medium,plain,8,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[4, 5, 6]"
sess_00700,high,plain,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00701,low,json_like,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_00702,high,plain,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_00703,low,plain,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_00704,low,json_like,6,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_00705,low,plain,6,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[3, 4, 5]"
sess_00706,medium,json_like,8,database_query_failure,database-service,medium,check_database_query,"[4, 5, 6]"
sess_00707,low,plain,6,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[3, 4, 5]"
sess_00708,high,plain,10,database_query_failure,database-service,high,check_database_query,"[5, 6, 7]"
sess_00709,high,json_like,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00710,medium,plain,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_00711,high,json_like,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_00712,low,json_like,7,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_00713,medium,mixed,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00714,high,json_like,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00715,medium,json_like,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00716,low,plain,6,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_00717,medium,plain,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00718,medium,plain,8,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[4, 5, 6]"
sess_00719,medium,mixed,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_00720,none,json_like,4,message_queue_backlog,queue-service,high,scale_queue_consumers,"[2, 3, 4]"
sess_00721,none,json_like,5,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_00722,low,mixed,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_00723,none,json_like,4,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[2, 3, 4]"
sess_00724,medium,plain,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_00725,medium,json_like,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00726,medium,json_like,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00727,medium,plain,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_00728,high,plain,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00729,medium,mixed,8,database_query_failure,database-service,medium,check_database_query,"[4, 5, 6]"
sess_00730,low,mixed,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_00731,high,mixed,10,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[5, 6, 7]"
sess_00732,medium,plain,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00733,low,plain,6,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_00734,medium,mixed,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00735,medium,json_like,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00736,medium,mixed,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00737,medium,plain,8,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[4, 5, 6]"
sess_00738,none,mixed,4,database_query_failure,database-service,medium,check_database_query,"[2, 3, 4]"
sess_00739,medium,mixed,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00740,low,json_like,6,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[3, 4, 5]"
sess_00741,none,json_like,5,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_00742,medium,mixed,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_00743,high,json_like,10,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[5, 6, 7]"
sess_00744,medium,plain,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00745,medium,mixed,8,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_00746,medium,json_like,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_00747,low,json_like,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_00748,high,json_like,10,message_queue_backlog,queue-service,high,scale_queue_consumers,"[5, 6, 7]"
sess_00749,medium,plain,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00750,medium,json_like,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_00751,medium,json_like,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00752,low,mixed,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_00753,medium,json_like,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00754,high,json_like,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_00755,medium,plain,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00756,high,mixed,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_00757,medium,mixed,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_00758,none,plain,4,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[2, 3, 4]"
sess_00759,none,plain,4,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[2, 3, 4]"
sess_00760,medium,plain,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_00761,high,json_like,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_00762,medium,plain,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00763,medium,plain,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_00764,low,plain,7,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_00765,medium,json_like,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_00766,high,json_like,11,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00767,high,json_like,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_00768,medium,plain,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00769,medium,mixed,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00770,low,plain,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_00771,medium,mixed,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00772,medium,mixed,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00773,medium,mixed,8,database_query_failure,database-service,medium,check_database_query,"[4, 5, 6]"
sess_00774,high,mixed,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_00775,medium,json_like,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_00776,medium,plain,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_00777,high,mixed,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_00778,low,mixed,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00779,high,plain,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00780,low,plain,7,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_00781,none,plain,4,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_00782,high,json_like,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_00783,high,plain,10,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[5, 6, 7]"
sess_00784,high,plain,10,database_query_failure,database-service,medium,check_database_query,"[5, 6, 7]"
sess_00785,medium,mixed,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00786,high,plain,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_00787,medium,plain,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_00788,none,mixed,4,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[2, 3, 4]"
sess_00789,high,json_like,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_00790,medium,plain,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_00791,low,mixed,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_00792,none,mixed,4,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[2, 3, 4]"
sess_00793,low,plain,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_00794,low,mixed,6,database_query_failure,database-service,medium,check_database_query,"[3, 4, 5]"
sess_00795,low,mixed,6,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_00796,low,json_like,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_00797,medium,plain,8,database_query_failure,database-service,medium,check_database_query,"[4, 5, 6]"
sess_00798,low,plain,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_00799,low,json_like,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_00800,none,mixed,4,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[2, 3, 4]"
sess_00801,none,json_like,4,normal_no_issue,gateway-service,low,no_action_monitor,"[1, 3, 4]"
sess_00802,medium,mixed,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00803,high,plain,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_00804,medium,mixed,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_00805,low,json_like,6,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[3, 4, 5]"
sess_00806,high,mixed,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_00807,medium,plain,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_00808,high,json_like,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_00809,low,mixed,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_00810,high,plain,10,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[5, 6, 7]"
sess_00811,none,mixed,4,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[2, 3, 4]"
sess_00812,medium,json_like,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00813,medium,json_like,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_00814,high,mixed,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_00815,none,mixed,5,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[2, 3, 4, 5]"
sess_00816,medium,plain,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_00817,low,mixed,6,message_queue_backlog,queue-service,high,scale_queue_consumers,"[3, 4, 5]"
sess_00818,low,plain,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_00819,high,mixed,10,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[5, 6, 7]"
sess_00820,low,json_like,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_00821,medium,plain,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00822,low,mixed,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_00823,high,mixed,10,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[5, 6, 7]"
sess_00824,low,mixed,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_00825,medium,json_like,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_00826,medium,mixed,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_00827,low,mixed,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
