session_id,noise_level,log_length,evidence_count,failure_cause,affected_service,severity,recommended_action,evidence_lines
sess_00932,medium,10,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 5, 8]"
sess_00933,low,7,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 5, 7]"
sess_00934,high,9,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 8]"
sess_00935,none,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_00936,medium,11,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 9]"
sess_00937,medium,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 8]"
sess_00938,medium,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_00939,none,6,3,configuration_error,checkout-service,medium,rollback_deployment,"[4, 5, 6]"
sess_00940,none,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_00941,high,9,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 9]"
sess_00942,medium,7,2,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6]"
sess_00943,medium,8,2,network_timeout,gateway,medium,inspect_network_dependency,"[4, 7]"
sess_00944,none,6,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 5, 6]"
sess_00945,low,7,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_00946,high,8,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 6, 8]"
sess_00947,high,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[3, 5, 8]"
sess_00948,medium,8,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 4, 6]"
sess_00949,low,7,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 5, 7]"
sess_00950,low,8,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 6, 8]"
sess_00951,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 5, 8]"
sess_00952,high,10,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 6, 7]"
sess_00953,high,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 5, 8]"
sess_00954,none,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 6, 7]"
sess_00955,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 7]"
sess_00956,medium,7,2,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 5]"
sess_00957,none,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_00958,high,8,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_00959,low,5,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_00960,low,8,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 6, 8]"
sess_00961,medium,8,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 6, 8]"
sess_00962,medium,7,3,database_query_failure,database,high,escalate_to_database_team,"[3, 5, 7]"
sess_00963,low,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 7]"
sess_00964,high,10,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 6, 7]"
sess_00965,low,6,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 4, 6]"
sess_00966,high,7,2,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6]"
sess_00967,medium,8,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 5, 7]"
sess_00968,none,7,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_00969,low,8,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 8]"
sess_00970,medium,9,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 5, 8]"
sess_00971,low,7,3,database_query_failure,database,high,escalate_to_database_team,"[3, 5, 7]"
sess_00972,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_00973,medium,7,3,database_query_failure,database,high,escalate_to_database_team,"[3, 5, 7]"
sess_00974,medium,11,3,database_query_failure,database,high,escalate_to_database_team,"[4, 7, 9]"
sess_00975,medium,10,3,network_timeout,gateway,low,inspect_network_dependency,"[4, 7, 8]"
sess_00976,low,6,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 4, 6]"
sess_00977,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_00978,low,5,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 4, 5]"
sess_00979,none,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_00980,low,7,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 5, 7]"
sess_00981,low,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 7]"
sess_00982,medium,8,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 5, 7]"
sess_00983,medium,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 5, 7]"
sess_00984,low,7,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 6, 7]"
sess_00985,none,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_00986,medium,10,3,resource_exhaustion,payment-service,medium,scale_resource,"[3, 6, 8]"
sess_00987,low,8,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 6, 8]"
sess_00988,medium,8,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 7]"
sess_00989,medium,10,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 7, 10]"
sess_00990,low,6,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 4, 6]"
sess_00991,low,5,3,database_query_failure,database,critical,escalate_to_database_team,"[3, 4, 5]"
sess_00992,low,7,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 7]"
sess_00993,high,7,2,message_queue_backlog,message-queue,medium,scale_resource,"[3, 6]"
sess_00994,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_00995,medium,10,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 6, 8]"
sess_00996,low,7,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 5, 7]"
sess_00997,low,7,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 5, 7]"
sess_00998,medium,7,2,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5]"
sess_00999,medium,7,2,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 7]"
sess_01000,low,8,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 8]"
sess_01001,none,7,2,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6]"
sess_01002,medium,8,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 6]"
sess_01003,low,7,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 6, 7]"
sess_01004,low,6,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 4, 6]"
sess_01005,medium,8,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 4, 5]"
sess_01006,none,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 7]"
sess_01007,none,6,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 4, 6]"
sess_01008,low,6,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 6]"
sess_01009,medium,6,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_01010,low,7,2,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 6]"
sess_01011,low,7,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 5, 7]"
sess_01012,medium,10,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 5, 8]"
sess_01013,medium,7,2,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 6]"
sess_01014,none,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_01015,medium,8,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[3, 5, 8]"
sess_01016,none,8,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 8]"
sess_01017,medium,11,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 7, 10]"
sess_01018,medium,10,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 5, 7]"
sess_01019,none,6,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 5, 6]"
sess_01020,low,6,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 4, 6]"
sess_01021,high,12,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 6, 8]"
sess_01022,none,6,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6]"
sess_01023,low,5,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 4, 5]"
sess_01024,low,6,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 6]"
sess_01025,none,8,3,database_query_failure,database,high,escalate_to_database_team,"[4, 6, 8]"
sess_01026,high,10,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 6, 8]"
sess_01027,low,7,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 7]"
sess_01028,low,6,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 4, 6]"
sess_01029,low,7,2,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6]"
sess_01030,none,7,3,network_timeout,gateway,high,inspect_network_dependency,"[3, 5, 7]"
sess_01031,medium,8,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 5, 7]"
sess_01032,medium,11,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 6, 9]"
sess_01033,none,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 7]"
sess_01034,high,10,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 8]"
sess_01035,none,6,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 5, 6]"
sess_01036,high,9,2,network_timeout,gateway,high,inspect_network_dependency,"[5, 9]"
sess_01037,low,5,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 4, 5]"
sess_01038,low,7,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 7]"
sess_01039,low,7,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 5, 7]"
sess_01040,low,7,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_01041,low,8,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 6, 8]"
sess_01042,none,7,2,message_queue_backlog,message-queue,high,scale_resource,"[4, 6]"
sess_01043,high,12,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[5, 8, 9]"
sess_01044,medium,9,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 7, 8]"
sess_01045,low,6,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 4, 6]"
sess_01046,low,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 7]"
sess_01047,medium,10,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 5, 7]"
sess_01048,low,7,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 7]"
sess_01049,medium,12,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 9]"
sess_01050,low,6,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 5, 6]"
sess_01051,medium,9,3,database_connection_pool_exhaustion,database,medium,scale_resource,"[4, 5, 7]"
sess_01052,medium,11,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 9]"
sess_01053,none,6,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 4, 6]"
sess_01054,low,7,2,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6]"
sess_01055,low,7,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 6, 7]"
sess_01056,none,6,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[3, 4, 6]"
sess_01057,medium,7,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 4, 6]"
sess_01058,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_01059,low,8,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 8]"
sess_01060,low,6,3,database_query_failure,database,high,escalate_to_database_team,"[4, 5, 6]"
sess_01061,high,8,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 5, 6]"
sess_01062,none,7,2,resource_exhaustion,payment-service,medium,scale_resource,"[4, 6]"
sess_01063,none,6,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 6]"
sess_01064,high,10,2,configuration_error,checkout-service,critical,rollback_deployment,"[6, 10]"
sess_01065,high,11,3,deployment_regression,checkout-service,medium,rollback_deployment,"[4, 7, 9]"
sess_01066,none,5,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 5]"
sess_01067,high,9,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[3, 4, 7]"
sess_01068,low,5,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 4, 5]"
sess_01069,medium,7,2,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 5]"
sess_01070,medium,9,3,message_queue_backlog,message-queue,low,scale_resource,"[4, 6, 7]"
sess_01071,medium,10,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 5, 8]"
sess_01072,low,6,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 6]"
sess_01073,low,6,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 4, 6]"
sess_01074,low,5,3,network_timeout,gateway,medium,inspect_network_dependency,"[3, 4, 5]"
sess_01075,low,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 7]"
sess_01076,medium,9,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[4, 6, 8]"
sess_01077,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_01078,low,6,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 5, 6]"
sess_01079,low,7,3,payment_gateway_timeout,payment-service,low,check_payment_gateway_and_retry,"[3, 5, 7]"
sess_01080,medium,10,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6, 8]"
sess_01081,high,8,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_01082,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 6, 8]"
sess_01083,high,10,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 7]"
sess_01084,high,12,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6, 8]"
sess_01085,high,8,2,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 6]"
sess_01086,low,7,2,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6]"
sess_01087,low,6,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_01088,medium,8,2,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 7]"
sess_01089,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 8]"
sess_01090,none,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_01091,high,11,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 7]"
sess_01092,medium,7,2,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 7]"
sess_01093,low,6,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6]"
sess_01094,none,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_01095,medium,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 4, 7]"
sess_01096,high,8,2,resource_exhaustion,payment-service,high,scale_resource,"[4, 7]"
sess_01097,medium,9,3,external_api_failure,payment-service,high,inspect_network_dependency,"[4, 6, 8]"
sess_01098,medium,10,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 6, 8]"
sess_01099,low,6,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 4, 6]"
sess_01100,low,7,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 5, 7]"
sess_01101,medium,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[3, 5, 7]"
sess_01102,none,7,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 7]"
sess_01103,high,8,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 4, 5]"
sess_01104,medium,9,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_01105,medium,7,2,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 7]"
sess_01106,high,8,3,external_api_failure,payment-service,high,inspect_network_dependency,"[5, 6, 8]"
sess_01107,high,10,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 9]"
sess_01108,low,5,3,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_01109,low,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_01110,low,6,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 5, 6]"
sess_01111,low,7,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 5, 7]"
sess_01112,medium,10,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 5, 7]"
sess_01113,medium,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_01114,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 8]"
sess_01115,high,9,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 6, 7]"
sess_01116,medium,11,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 8]"
sess_01117,low,6,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 6]"
sess_01118,medium,7,2,network_timeout,gateway,high,inspect_network_dependency,"[3, 5]"
sess_01119,medium,7,3,configuration_error,checkout-service,high,rollback_deployment,"[3, 4, 6]"
sess_01120,low,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 6, 7]"
sess_01121,low,7,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 5, 7]"
sess_01122,medium,9,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 7]"
sess_01123,low,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 6, 7]"
sess_01124,none,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 6, 7]"
sess_01125,high,10,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 7, 10]"
sess_01126,none,7,3,configuration_error,checkout-service,critical,rollback_deployment,"[4, 6, 7]"
sess_01127,medium,10,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 6, 8]"
sess_01128,none,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_01129,none,6,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6]"
sess_01130,high,12,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 7, 10]"
sess_01131,low,8,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 8]"
sess_01132,medium,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 5, 8]"
sess_01133,low,7,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 5, 7]"
sess_01134,high,10,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 7, 10]"
sess_01135,low,7,3,resource_exhaustion,payment-service,high,scale_resource,"[4, 6, 7]"
sess_01136,low,6,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 4, 6]"
sess_01137,low,7,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 7]"
sess_01138,low,8,3,resource_exhaustion,payment-service,medium,scale_resource,"[4, 6, 8]"
sess_01139,high,8,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 6, 7]"
sess_01140,medium,8,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 5, 7]"
sess_01141,low,8,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 8]"
sess_01142,low,7,3,database_connection_pool_exhaustion,database,medium,scale_resource,"[4, 5, 7]"
sess_01143,high,12,3,resource_exhaustion,payment-service,critical,scale_resource,"[6, 7, 9]"
sess_01144,medium,6,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 4, 5]"
sess_01145,high,11,3,external_api_failure,payment-service,high,inspect_network_dependency,"[3, 4, 6]"
sess_01146,high,10,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 5, 8]"
sess_01147,low,5,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 4, 5]"
sess_01148,high,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 5, 7]"
sess_01149,medium,10,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[3, 6, 8]"
sess_01150,low,6,3,resource_exhaustion,payment-service,high,scale_resource,"[3, 5, 6]"
sess_01151,medium,7,3,authentication_failure,auth-service,critical,rotate_or_check_credentials,"[4, 5, 6]"
sess_01152,medium,7,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[3, 4, 5]"
sess_01153,medium,9,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 5, 8]"
sess_01154,none,7,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 5, 7]"
sess_01155,low,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 5, 7]"
sess_01156,low,6,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_01157,medium,10,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 7]"
sess_01158,high,12,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 5, 9]"
sess_01159,low,7,2,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6]"
sess_01160,high,8,2,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 8]"
sess_01161,medium,8,3,external_api_failure,payment-service,high,inspect_network_dependency,"[3, 6, 7]"
sess_01162,medium,8,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 4, 7]"
sess_01163,medium,9,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 5, 7]"
sess_01164,low,7,2,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 6]"
sess_01165,medium,9,3,normal_no_issue,gateway,low,no_action_monitor,"[4, 6, 8]"
sess_01166,medium,11,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[4, 6, 8]"
sess_01167,high,11,3,authentication_failure,auth-service,medium,rotate_or_check_credentials,"[5, 6, 11]"
sess_01168,low,7,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[3, 5, 7]"
sess_01169,none,7,3,resource_exhaustion,payment-service,critical,scale_resource,"[4, 6, 7]"
sess_01170,high,9,3,inventory_out_of_sync,inventory-service,low,reconcile_inventory_state,"[3, 6, 8]"
sess_01171,low,7,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 5, 7]"
sess_01172,low,7,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 5, 7]"
sess_01173,none,7,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 7]"
sess_01174,low,7,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 7]"
sess_01175,medium,9,2,configuration_error,checkout-service,high,rollback_deployment,"[4, 7]"
sess_01176,medium,8,3,external_api_failure,payment-service,high,inspect_network_dependency,"[3, 5, 6]"
sess_01177,low,7,3,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 7]"
sess_01178,medium,11,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 7, 10]"
sess_01179,none,6,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 5, 6]"
sess_01180,medium,9,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 5, 6]"
sess_01181,none,8,3,message_queue_backlog,message-queue,high,scale_resource,"[4, 6, 8]"
sess_01182,low,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 5, 7]"
sess_01183,low,7,3,network_timeout,gateway,high,inspect_network_dependency,"[4, 5, 7]"
sess_01184,none,7,3,network_timeout,gateway,medium,inspect_network_dependency,"[4, 6, 7]"
sess_01185,medium,8,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[3, 5, 7]"
sess_01186,low,8,3,deployment_regression,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_01187,low,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 5, 7]"
sess_01188,high,9,2,resource_exhaustion,payment-service,critical,scale_resource,"[6, 9]"
sess_01189,medium,9,3,database_query_failure,database,medium,escalate_to_database_team,"[3, 5, 8]"
sess_01190,none,6,3,message_queue_backlog,message-queue,high,scale_resource,"[3, 5, 6]"
sess_01191,low,6,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[4, 5, 6]"
sess_01192,medium,8,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 4, 6]"
sess_01193,low,6,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_01194,low,8,3,authentication_failure,auth-service,high,rotate_or_check_credentials,"[4, 6, 8]"
sess_01195,medium,9,3,external_api_failure,payment-service,high,inspect_network_dependency,"[3, 6, 8]"
sess_01196,low,7,3,database_connection_pool_exhaustion,database,high,scale_resource,"[4, 5, 7]"
sess_01197,medium,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 8]"
sess_01198,medium,6,3,external_api_failure,payment-service,medium,inspect_network_dependency,"[3, 4, 5]"
sess_01199,none,5,3,resource_exhaustion,payment-service,critical,scale_resource,"[3, 4, 5]"
sess_01200,medium,9,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 4, 6]"
sess_01201,high,10,3,message_queue_backlog,message-queue,medium,scale_resource,"[4, 6, 7]"
sess_01202,high,9,3,database_connection_pool_exhaustion,database,high,scale_resource,"[3, 6, 9]"
sess_01203,medium,7,2,network_timeout,gateway,high,inspect_network_dependency,"[4, 6]"
sess_01204,high,7,2,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 7]"
sess_01205,low,7,3,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 6, 7]"
sess_01206,low,8,3,inventory_out_of_sync,inventory-service,medium,reconcile_inventory_state,"[4, 6, 8]"
sess_01207,high,8,2,resource_exhaustion,payment-service,high,scale_resource,"[4, 5]"
sess_01208,high,7,2,normal_no_issue,gateway,low,no_action_monitor,"[4, 6]"
sess_01209,low,7,3,database_query_failure,database,low,escalate_to_database_team,"[4, 5, 7]"
sess_01210,low,7,3,database_query_failure,database,medium,escalate_to_database_team,"[4, 6, 7]"
sess_01211,medium,8,3,database_connection_pool_exhaustion,database,critical,scale_resource,"[3, 6, 7]"
sess_01212,low,8,3,inventory_out_of_sync,inventory-service,high,reconcile_inventory_state,"[4, 6, 8]"
sess_01213,low,6,3,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 6]"
sess_01214,none,6,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 4, 6]"
sess_01215,low,8,3,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 6, 8]"
sess_01216,high,11,3,configuration_error,checkout-service,high,rollback_deployment,"[4, 6, 8]"
sess_01217,medium,10,3,database_query_failure,database,high,escalate_to_database_team,"[4, 5, 7]"
sess_01218,low,5,3,normal_no_issue,gateway,low,no_action_monitor,"[3, 4, 5]"
